time,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR
2020-09-01 23:00,18.4,734.3,754.8,0.2,89.0,从南方吹来的风,1,,,,小雨（不冻） ,,,18.2,27.3,,,,,,13.0,16.6,1.0,12.0
2020-09-02 02:00,20.6,734.2,754.6,-0.1,96.0,从南方吹来的风,2,,,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,18.2,27.3,,,,,,5.0,19.9,1.0,12.0
2020-09-02 05:00,20.6,734.7,755.1,0.5,96.0,从南方吹来的风,2,,8.0,,薄雾 ,,,18.2,27.3,,,,,,5.0,19.9,1.0,12.0
2020-09-02 08:00,21.4,735.4,755.8,0.7,90.0,从南方吹来的风,3,,8.0,,薄雾 ,雨,在整个相应周期内云遮住了一半或以下的天空,18.2,27.3,,,,,,6.0,19.7,1.0,12.0
2020-09-02 11:00,24.7,735.4,756.0,0.0,68.0,从西南偏南方向吹来的风,2,,6.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,18.2,27.3,,,,,,13.0,18.4,,12.0
2020-09-02 14:00,25.6,735.2,755.6,-0.2,58.0,从西南偏西方向吹来的风,2,,6.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,18.2,27.3,,,,,,15.0,16.7,,12.0
2020-09-02 17:00,23.4,735.1,755.5,-0.1,65.0,从西方吹来的风,1,,6.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,18.2,26.4,,,,,,16.0,16.5,,12.0
2020-09-02 20:00,21.7,735.6,756.1,0.5,71.0,从西北偏北方向吹来的风,2,,6.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,18.2,25.9,,,,,,14.0,16.2,,12.0
2020-09-02 23:00,21.4,735.3,755.7,-0.3,70.0,从东北方吹来的风,1,,6.0,,云量发展情况没有进行观测或无法观测。 ,,,18.4,25.9,,,,,,15.0,15.7,,12.0
2020-09-03 02:00,19.5,733.0,753.4,,88.0,从北方吹来的风,3,,5.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,19.5,25.9,,,,,,14.0,17.5,,12.0
2020-09-03 05:00,19.6,732.4,752.9,-0.6,89.0,从北方吹来的风,2,,6.0,,云量发展情况没有进行观测或无法观测。 ,,,19.1,25.9,,,,,,10.0,17.7,,12.0
2020-09-03 08:00,18.0,730.5,751.0,-1.9,99.0,从北方吹来的风,3,,7.0,,间歇性雨，不冻，在观测时较弱 ,雨,在整个相应周期内云遮住了一半或以下的天空,18.0,25.9,,,,,,4.8,17.8,3.0,12.0
2020-09-03 11:00,17.7,727.6,748.0,-2.9,95.0,从北方吹来的风,5,,11.0,,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,17.7,25.9,,,,,,5.0,16.9,10.0,12.0
2020-09-03 14:00,16.1,721.9,742.3,-5.7,99.0,从西北偏北方向吹来的风,7,,15.0,,间歇性雨，不冻，在观测时较强 ,雨,雨,16.1,25.6,,,,,,2.7,15.9,33.0,12.0
2020-09-03 17:00,16.0,720.4,740.8,-1.5,99.0,从西北方吹来的风,7,,17.0,,间歇性雨，不冻，在观测时较强 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,16.0,23.4,,,,,,2.6,15.8,63.0,12.0
2020-09-03 20:00,15.5,721.6,742.0,1.2,99.0,从西方吹来的风,7,,18.0,,间歇性雨，不冻，在观测时中度 ,雨,在整个相应周期内云遮住了一半或以下的天空,15.5,21.6,,,,,,2.6,15.3,80.0,12.0
2020-09-03 23:00,14.8,724.9,745.5,3.3,99.0,从西南偏西方向吹来的风,6,,18.0,,间歇性雨，不冻，在观测时较弱 ,,,14.8,21.5,,,,,,3.5,14.6,86.0,12.0
2020-09-04 02:00,14.3,727.3,748.1,2.4,99.0,从西南偏西方向吹来的风,8,,18.0,,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,14.3,,,,,,,4.3,14.1,65.0,12.0
2020-09-04 05:00,14.4,728.8,749.6,1.5,97.0,从西南方吹来的风,5,,18.0,,间歇性雨，不冻，在观测时较弱 ,,,14.0,,,,,,,9.0,13.9,37.0,12.0
2020-09-04 08:00,14.7,729.8,750.7,1.0,96.0,从西南方吹来的风,3,,16.0,,小雨（不冻） ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,14.0,,,,,,,12.0,14.1,19.0,12.0
2020-09-04 11:00,17.1,729.9,750.7,0.1,83.0,从西南方吹来的风,6,,15.0,,小雨（不冻） ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,14.0,17.7,,,,,,13.0,14.2,7.0,12.0
2020-09-04 14:00,19.6,730.6,751.3,0.7,68.0,从西南方吹来的风,7,,16.0,,小雨（不冻） ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,14.0,19.9,,,,,,15.0,13.5,5.0,12.0
2020-09-04 17:00,19.5,731.6,752.4,1.0,72.0,从西南偏南方向吹来的风,3,,17.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,14.0,19.9,,,,,,16.0,14.3,3.0,12.0
2020-09-04 20:00,18.9,732.6,753.4,1.0,78.0,从南方吹来的风,4,,17.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,14.0,19.9,,,,,,16.0,15.0,2.0,12.0
2020-09-04 23:00,18.1,733.4,754.2,,81.0,从南方吹来的风,4,,,, ,,,14.0,19.9,,,,,,16.0,14.8,,6.0
2020-09-05 02:00,17.8,733.7,754.4,0.3,82.0,从南方吹来的风,4,,17.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,,19.9,,,,,,16.0,14.7,,12.0
2020-09-05 05:00,18.1,734.2,754.9,0.5,77.0,从南方吹来的风,5,,10.0,,云量发展情况没有进行观测或无法观测。 ,,,,19.9,,,,,,14.0,14.0,,12.0
2020-09-05 08:00,21.1,735.6,756.2,1.4,70.0,从西南偏南方向吹来的风,4,,,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,14.8,21.1,,,,,,14.0,15.4,,12.0
2020-09-05 11:00,23.8,735.8,756.4,0.2,69.0,从西南偏南方向吹来的风,3,,12.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,17.0,24.1,,,,,,14.0,17.8,,12.0
2020-09-05 14:00,21.1,735.9,756.6,0.1,67.0,从西方吹来的风,4,,12.0,,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,17.6,25.8,,,,,,12.0,14.7,0.1,12.0
2020-09-05 17:00,19.9,736.3,757.0,0.4,79.0,从南方吹来的风,2,,17.0,,小雨（不冻） ,雨,在整个相应周期内云遮住了一半或以下的天空,16.8,25.8,,,,,,15.0,16.2,6.0,12.0
2020-09-05 20:00,18.9,737.3,758.0,1.0,77.0,从西南方吹来的风,2,,17.0,,云量发展情况没有进行观测或无法观测。 ,雨,在整个相应周期内云遮住了一半或以下的天空,16.8,25.8,,,,,,14.0,14.8,6.0,12.0
2020-09-05 23:00,17.6,737.2,757.9,-0.1,85.0,从东南方吹来的风,1,,17.0,,云量发展情况没有进行观测或无法观测。 ,,,16.8,25.8,,,,,,13.0,15.1,6.0,12.0
2020-09-06 02:00,16.5,737.5,758.3,0.3,86.0,从南方吹来的风,1,,17.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,15.9,25.8,,,,,,15.0,14.2,6.0,12.0
2020-09-06 05:00,16.4,738.0,758.8,0.5,89.0,从东南方吹来的风,2,,8.0,,云量发展情况没有进行观测或无法观测。 ,,,14.1,25.8,,,,,,12.0,14.6,,12.0
2020-09-06 08:00,19.9,738.4,759.2,0.4,81.0,从东南偏南方向吹来的风,2,,5.0,,云量发展情况没有进行观测或无法观测。 ,雨,在整个相应周期内云遮住了一半或以下的天空,14.1,25.8,,,,,,13.0,16.5,,12.0
2020-09-06 11:00,24.6,738.2,758.8,-0.2,64.0,从南方吹来的风,3,,6.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,14.1,25.8,,,,,,14.0,17.3,,12.0
2020-09-06 14:00,26.5,737.4,757.9,-0.8,53.0,从南方吹来的风,3,,8.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,14.1,26.7,,,,,,15.0,16.2,,12.0
2020-09-06 17:00,25.6,737.5,758.2,0.1,56.0,从西南方吹来的风,2,,8.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,14.1,26.9,,,,,,14.0,16.2,,12.0
2020-09-06 20:00,18.8,737.8,758.5,0.3,95.0,从北方吹来的风,0,,8.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,14.1,26.9,,,,,,9.0,18.0,,12.0
2020-09-06 23:00,17.2,737.7,758.3,-0.1,99.0,从东方吹来的风,1,,8.0,,薄雾 ,,,14.1,26.9,,,,,,5.0,17.0,,12.0
2020-09-07 02:00,16.5,737.5,758.1,-0.2,99.0,从东北偏东方向吹来的风,0,,5.0,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,14.1,26.9,,,,,,3.9,16.3,,12.0
2020-09-07 05:00,17.8,736.8,757.3,-0.7,99.0,从东北方吹来的风,1,,,,薄雾 ,,,15.9,26.9,,,,,,5.0,17.6,,12.0
2020-09-07 08:00,20.5,736.6,757.3,-0.2,81.0,从东北方吹来的风,2,,5.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,15.9,,,,,,,12.0,17.1,,12.0
2020-09-07 11:00,22.2,735.5,756.1,-1.1,73.0,从东北方吹来的风,4,,8.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,15.9,26.9,,,,,,14.0,17.1,,12.0
2020-09-07 14:00,22.2,734.3,754.9,-1.2,76.0,从东北方吹来的风,3,,9.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,15.9,26.9,,,,,,14.0,17.8,,12.0
2020-09-07 17:00,21.3,732.9,753.5,-1.4,86.0,从北方吹来的风,4,,10.0,,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,15.9,25.7,,,,,,10.0,18.9,,12.0
2020-09-07 20:00,19.0,731.3,751.9,-1.6,95.0,从东北偏北方向吹来的风,6,,11.0,,间歇性雨，不冻，在观测时较弱 ,雨,在整个相应周期内云遮住了一半或以下的天空,15.9,22.8,,,,,,6.0,18.2,1.0,12.0
2020-09-07 23:00,17.4,729.4,749.8,-1.9,96.0,从北方吹来的风,6,,12.0,,间歇性雨，不冻，在观测时中度 ,,,15.9,22.8,,,,,,5.0,16.8,8.0,12.0
2020-09-08 02:00,16.2,727.3,747.7,-2.1,99.0,从北方吹来的风,6,,17.0,,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,15.9,22.8,,,,,,4.5,16.0,17.0,12.0
2020-09-08 05:00,16.1,726.1,746.5,-1.2,99.0,从西北偏北方向吹来的风,6,,17.0,,间歇性雨，不冻，在观测时较弱 ,,,15.7,22.8,,,,,,3.7,15.9,27.0,12.0
2020-09-08 08:00,16.4,726.1,746.6,0.0,99.0,从西北方吹来的风,7,,17.0,,间歇性雨，不冻，在观测时中度 ,雨,在整个相应周期内云遮住了一半或以下的天空,15.7,22.8,,,,,,3.9,16.2,34.0,12.0
2020-09-08 11:00,16.1,726.4,747.0,0.3,99.0,从西北偏西方向吹来的风,5,,17.0,,间歇性雨，不冻，在观测时较弱 ,雨,雨,15.7,,,,,,,4.4,15.9,36.0,12.0
2020-09-08 14:00,16.1,726.9,747.6,0.5,99.0,从西北偏西方向吹来的风,6,,16.0,,间歇性雨，不冻，在观测时中度 ,雨,雨,15.7,,,,,,,3.8,15.9,36.0,12.0
2020-09-08 17:00,15.9,728.3,749.0,1.4,99.0,从西方吹来的风,7,,14.0,,间歇性雨，不冻，在观测时中度 ,雨,雨,15.7,,,,,,,3.7,15.7,34.0,12.0
2020-09-08 20:00,15.8,729.1,749.8,0.8,99.0,从西方吹来的风,6,,,,间歇性雨，不冻，在观测时中度 ,雨,雨,15.7,,,,,,,3.7,15.6,35.0,12.0
2020-09-08 23:00,15.6,729.3,750.1,0.2,99.0,从西方吹来的风,5,,,,间歇性雨，不冻，在观测时较弱 ,,,15.6,,,,,,,4.3,15.4,35.0,12.0
2020-09-09 02:00,15.5,729.5,750.3,0.2,99.0,从西方吹来的风,5,,,,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,15.5,16.4,,,,,,4.0,15.3,31.0,12.0
2020-09-09 05:00,15.3,729.9,750.7,0.4,99.0,从西方吹来的风,5,,,,间歇性雨，不冻，在观测时较弱 ,,,15.3,16.4,,,,,,3.8,15.1,29.0,12.0
2020-09-09 08:00,15.2,730.6,751.4,0.7,99.0,从西南偏西方向吹来的风,5,,,,间歇性雨，不冻，在观测时较弱 ,雨,雨,15.1,16.4,,,,,,3.0,15.0,24.0,12.0
2020-09-09 11:00,15.6,730.7,751.6,0.1,99.0,从西南偏西方向吹来的风,5,,11.0,,间歇性雨，不冻，在观测时中度 ,雨,雨,15.1,16.2,,,,,,4.5,15.4,24.0,12.0
2020-09-09 14:00,15.8,730.6,751.3,-0.1,99.0,从西南偏西方向吹来的风,4,,11.0,,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,15.1,16.1,,,,,,3.1,15.6,23.0,12.0
2020-09-09 17:00,15.7,730.9,751.7,0.3,99.0,从西南方吹来的风,4,,10.0,,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,15.1,15.9,,,,,,2.6,15.5,19.0,12.0
2020-09-09 20:00,15.7,730.9,751.8,0.0,99.0,从西南方吹来的风,3,,10.0,,间歇性雨，不冻，在观测时中度 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,15.1,15.9,,,,,,2.2,15.5,20.0,12.0
2020-09-09 23:00,16.8,730.8,751.6,-0.1,99.0,从西北方吹来的风,2,,9.0,,间歇性雨，不冻，在观测时较弱 ,,,15.1,16.8,,,,,,3.7,16.6,17.0,12.0
2020-09-10 02:00,16.0,730.8,751.6,0.0,99.0,从西北偏北方向吹来的风,2,,8.0,,小雨（不冻） ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,15.1,16.8,,,,,,4.1,15.8,13.0,12.0
2020-09-10 05:00,15.4,731.5,752.3,0.7,99.0,从西南方吹来的风,0,,8.0,,间歇性雨，不冻，在观测时较弱 ,,,15.1,16.8,,,,,,3.0,15.2,12.0,12.0
2020-09-10 08:00,16.1,732.8,753.7,1.3,99.0,从东北方吹来的风,3,,6.0,,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,15.2,16.8,,,,,,5.0,15.9,6.0,12.0
2020-09-10 11:00,16.4,734.5,755.3,1.7,99.0,从东方吹来的风,3,,6.0,,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,15.3,16.8,,,,,,5.0,16.2,2.0,12.0
2020-09-10 14:00,18.6,735.4,756.2,0.9,88.0,从东北偏东方向吹来的风,3,,7.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,15.3,18.6,,,,,,14.0,16.6,1.0,12.0
2020-09-10 17:00,19.1,736.6,757.5,1.2,90.0,从东北偏东方向吹来的风,2,,7.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,15.3,19.1,,,,,,14.0,17.4,1.0,12.0
2020-09-10 20:00,18.1,738.3,759.2,1.7,95.0,从东北方吹来的风,4,,7.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,15.3,19.1,,,,,,11.0,17.3,1.0,12.0
2020-09-10 23:00,15.8,739.5,760.5,1.2,99.0,从东北偏东方向吹来的风,4,,7.0,,云量发展情况没有进行观测或无法观测。 ,,,15.3,19.1,,,,,,11.0,15.6,0.3,12.0
2020-09-11 02:00,15.0,740.5,761.5,1.0,99.0,从东北方吹来的风,3,,8.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,15.0,19.1,,,,,,7.0,14.8,,12.0
2020-09-11 05:00,14.5,741.5,762.5,1.0,99.0,从东北方吹来的风,4,,8.0,,薄雾 ,,,14.5,19.1,,,,,,6.0,14.3,,12.0
2020-09-11 08:00,16.1,743.1,764.2,1.6,97.0,从东北方吹来的风,3,,8.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,14.5,19.1,,,,,,9.0,15.6,,12.0
2020-09-11 11:00,20.8,743.6,764.6,0.5,77.0,从东北偏东方向吹来的风,3,,8.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,14.5,22.0,,,,,,16.0,16.6,,12.0
2020-09-11 14:00,22.1,743.3,764.2,-0.3,72.0,从东北偏东方向吹来的风,4,,7.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,14.5,22.6,,,,,,15.0,16.8,,12.0
2020-09-11 17:00,21.5,744.0,765.0,0.7,77.0,从东北偏北方向吹来的风,4,,8.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,14.5,23.4,,,,,,16.0,17.3,,12.0
2020-09-11 20:00,18.5,745.3,766.3,1.3,87.0,从东北方吹来的风,3,,9.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,14.5,23.4,,,,,,15.0,16.3,,12.0
2020-09-11 23:00,16.7,745.3,766.3,0.0,95.0,从东北偏东方向吹来的风,2,,9.0,,云量发展情况没有进行观测或无法观测。 ,,,14.5,23.4,,,,,,11.0,15.9,,12.0
2020-09-12 02:00,15.5,745.7,766.7,0.4,96.0,从东北偏东方向吹来的风,1,,9.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,14.5,23.4,,,,,,12.0,14.9,,12.0
2020-09-12 05:00,14.5,745.9,767.0,0.2,99.0,从东北偏东方向吹来的风,2,,9.0,,薄雾 ,,,14.5,23.4,,,,,,5.0,14.3,,12.0
2020-09-12 08:00,17.5,746.2,767.3,0.3,86.0,从东北方吹来的风,3,,6.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,14.3,23.4,,,,,,10.0,15.1,,12.0
2020-09-12 11:00,19.8,746.1,767.2,-0.1,77.0,从东北偏东方向吹来的风,3,,5.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,14.3,23.4,,,,,,15.0,15.7,,12.0
2020-09-12 14:00,21.1,745.4,766.4,-0.7,72.0,从东北偏东方向吹来的风,2,,6.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,14.3,23.4,,,,,,16.0,15.9,,12.0
2020-09-12 17:00,20.2,745.3,766.3,-0.1,79.0,从东北方吹来的风,3,,7.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,14.3,21.6,,,,,,15.0,16.4,,12.0
2020-09-12 20:00,18.4,745.6,766.6,0.3,83.0,从东北偏东方向吹来的风,2,,7.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,14.3,21.6,,,,,,13.0,15.5,,12.0
2020-09-12 23:00,16.9,744.7,765.7,-0.9,88.0,从东北偏东方向吹来的风,2,,7.0,,云量发展情况没有进行观测或无法观测。 ,,,14.3,21.6,,,,,,13.0,14.9,,12.0
2020-09-13 02:00,15.8,744.4,765.4,-0.3,94.0,从东北偏北方向吹来的风,1,,7.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,14.3,21.6,,,,,,11.0,14.8,,12.0
2020-09-13 05:00,14.3,744.4,765.4,0.0,99.0,从东北偏北方向吹来的风,1,,6.0,,云量发展情况没有进行观测或无法观测。 ,,,14.3,21.6,,,,,,8.0,14.1,,12.0
2020-09-13 08:00,17.9,744.4,765.4,0.0,79.0,从东北偏东方向吹来的风,2,,5.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,14.3,21.6,,,,,,14.0,14.2,,12.0
2020-09-13 11:00,20.9,743.4,764.3,-1.0,60.0,从东北偏东方向吹来的风,3,,5.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,14.3,21.6,,,,,,16.0,12.9,,12.0
2020-09-13 14:00,21.9,742.0,762.9,-1.4,59.0,从东北偏北方向吹来的风,3,,6.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,14.3,22.0,,,,,,16.0,13.5,,12.0
2020-09-13 17:00,20.5,741.7,762.7,-0.3,64.0,从北方吹来的风,3,,6.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,14.3,22.2,,,,,,15.0,13.5,,12.0
2020-09-13 20:00,14.2,741.9,763.0,0.2,98.0,从西北偏北方向吹来的风,1,,6.0,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,14.0,22.2,,,,,,6.0,13.9,,12.0
2020-09-13 23:00,12.5,740.8,761.8,-1.1,99.0,从北方吹来的风,0,,6.0,,薄雾 ,,,12.4,22.2,,,,,,4.5,12.4,,12.0
2020-09-14 02:00,11.3,740.5,761.5,,99.0,无风,0,,,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,11.3,22.2,,,,,,2.5,11.2,,12.0
2020-09-14 05:00,9.9,740.5,761.7,0.0,99.0,从东北偏东方向吹来的风,1,,5.0,,雾或冰雾 ,,,9.8,22.2,,,,,,1.1,9.8,,12.0
2020-09-14 08:00,16.6,741.0,762.1,0.5,93.0,从北方吹来的风,2,,3.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,9.8,22.2,,,,,,8.0,15.5,,12.0
2020-09-14 11:00,21.3,740.3,761.3,-0.7,58.0,从东方吹来的风,1,,4.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,9.8,22.2,,,,,,15.0,12.7,,12.0
2020-09-14 14:00,21.7,739.7,760.7,-0.6,54.0,从西北偏西方向吹来的风,2,,6.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,9.8,22.5,,,,,,18.0,12.0,,12.0
2020-09-14 17:00,20.6,739.8,760.9,0.1,60.0,从西北方吹来的风,2,,6.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,9.8,22.9,,,,,,17.0,12.6,,12.0
2020-09-14 20:00,16.5,740.5,761.5,0.7,90.0,从东北方吹来的风,1,,6.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,9.8,22.9,,,,,,9.0,14.9,,12.0
2020-09-14 23:00,14.1,740.8,761.7,0.3,100.0,无风,0,,,,云量发展情况没有进行观测或无法观测。 ,,,9.8,22.9,,,,,,8.0,14.1,,12.0
2020-09-15 02:00,13.6,740.1,761.0,-0.7,99.0,从东南方吹来的风,1,,5.0,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,9.8,22.9,,,,,,6.0,13.5,,12.0
2020-09-15 05:00,15.7,739.9,760.8,-0.2,97.0,从东方吹来的风,1,,2.0,,云量发展情况没有进行观测或无法观测。 ,,,9.8,22.9,,,,,,5.0,15.2,,12.0
2020-09-15 08:00,18.6,739.9,760.9,0.0,82.0,从东南方吹来的风,1,,3.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,13.5,22.9,,,,,,11.0,15.5,,12.0
2020-09-15 11:00,22.1,739.0,759.8,-0.9,64.0,从东南偏南方向吹来的风,3,,5.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,13.5,22.9,,,,,,16.0,15.0,,12.0
2020-09-15 14:00,22.5,737.6,758.5,-1.4,58.0,从东南偏东方向吹来的风,3,,5.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,13.5,23.0,,,,,,16.0,13.8,,12.0
2020-09-15 17:00,21.5,736.6,757.4,-1.0,63.0,从东方吹来的风,2,,,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,13.5,23.0,,,,,,16.0,14.2,,12.0
